time,fan
Wed Oct 28 07:11:25 AM CET 2020 ,		4219
Wed Oct 28 07:11:26 AM CET 2020 ,		4219
Wed Oct 28 07:11:26 AM CET 2020 ,		4261
Wed Oct 28 07:11:27 AM CET 2020 ,		4261
Wed Oct 28 07:11:27 AM CET 2020 ,		4258
Wed Oct 28 07:11:28 AM CET 2020 ,		4258
Wed Oct 28 07:11:28 AM CET 2020 ,		4183
Wed Oct 28 07:11:29 AM CET 2020 ,		4183
Wed Oct 28 07:11:29 AM CET 2020 ,		4202
Wed Oct 28 07:11:30 AM CET 2020 ,		4202
Wed Oct 28 07:11:30 AM CET 2020 ,		4281
Wed Oct 28 07:11:31 AM CET 2020 ,		4281
Wed Oct 28 07:11:31 AM CET 2020 ,		4197
Wed Oct 28 07:11:32 AM CET 2020 ,		4197
Wed Oct 28 07:11:32 AM CET 2020 ,		4287
Wed Oct 28 07:11:33 AM CET 2020 ,		4287
Wed Oct 28 07:11:33 AM CET 2020 ,		4353
Wed Oct 28 07:11:34 AM CET 2020 ,		4353
Wed Oct 28 07:11:34 AM CET 2020 ,		4363
Wed Oct 28 07:11:35 AM CET 2020 ,		4363
Wed Oct 28 07:11:35 AM CET 2020 ,		4381
Wed Oct 28 07:11:36 AM CET 2020 ,		4381
Wed Oct 28 07:11:36 AM CET 2020 ,		4377
Wed Oct 28 07:11:37 AM CET 2020 ,		4377
Wed Oct 28 07:11:37 AM CET 2020 ,		4373
Wed Oct 28 07:11:38 AM CET 2020 ,		4373
Wed Oct 28 07:11:38 AM CET 2020 ,		4376
Wed Oct 28 07:11:39 AM CET 2020 ,		4376
Wed Oct 28 07:11:39 AM CET 2020 ,		4397
Wed Oct 28 07:11:40 AM CET 2020 ,		4397
Wed Oct 28 07:11:40 AM CET 2020 ,		4393
Wed Oct 28 07:11:41 AM CET 2020 ,		4393
Wed Oct 28 07:11:41 AM CET 2020 ,		4389
Wed Oct 28 07:11:42 AM CET 2020 ,		4389
Wed Oct 28 07:11:42 AM CET 2020 ,		4392
Wed Oct 28 07:11:43 AM CET 2020 ,		4392
Wed Oct 28 07:11:43 AM CET 2020 ,		4408
Wed Oct 28 07:11:44 AM CET 2020 ,		4408
Wed Oct 28 07:11:45 AM CET 2020 ,		4395
Wed Oct 28 07:11:45 AM CET 2020 ,		4395
Wed Oct 28 07:11:46 AM CET 2020 ,		4409
Wed Oct 28 07:11:46 AM CET 2020 ,		4409
Wed Oct 28 07:11:47 AM CET 2020 ,		4412
Wed Oct 28 07:11:47 AM CET 2020 ,		4412
Wed Oct 28 07:11:48 AM CET 2020 ,		4414
Wed Oct 28 07:11:48 AM CET 2020 ,		4414
Wed Oct 28 07:11:49 AM CET 2020 ,		4425
Wed Oct 28 07:11:49 AM CET 2020 ,		4425
Wed Oct 28 07:11:50 AM CET 2020 ,		4425
Wed Oct 28 07:11:50 AM CET 2020 ,		4424
Wed Oct 28 07:11:51 AM CET 2020 ,		4424
Wed Oct 28 07:11:51 AM CET 2020 ,		4416
Wed Oct 28 07:11:52 AM CET 2020 ,		4416
Wed Oct 28 07:11:52 AM CET 2020 ,		4427
Wed Oct 28 07:11:53 AM CET 2020 ,		4427
Wed Oct 28 07:11:53 AM CET 2020 ,		4429
Wed Oct 28 07:11:54 AM CET 2020 ,		4429
Wed Oct 28 07:11:54 AM CET 2020 ,		4432
Wed Oct 28 07:11:55 AM CET 2020 ,		4432
Wed Oct 28 07:11:55 AM CET 2020 ,		4426
Wed Oct 28 07:11:56 AM CET 2020 ,		4426
Wed Oct 28 07:11:56 AM CET 2020 ,		4426
Wed Oct 28 07:11:57 AM CET 2020 ,		4426
Wed Oct 28 07:11:57 AM CET 2020 ,		4434
Wed Oct 28 07:11:58 AM CET 2020 ,		4434
Wed Oct 28 07:11:58 AM CET 2020 ,		4438
Wed Oct 28 07:11:59 AM CET 2020 ,		4438
Wed Oct 28 07:11:59 AM CET 2020 ,		4450
Wed Oct 28 07:12:00 AM CET 2020 ,		4450
Wed Oct 28 07:12:00 AM CET 2020 ,		4446
Wed Oct 28 07:12:01 AM CET 2020 ,		4446
Wed Oct 28 07:12:01 AM CET 2020 ,		4435
Wed Oct 28 07:12:02 AM CET 2020 ,		4435
Wed Oct 28 07:12:02 AM CET 2020 ,		4439
Wed Oct 28 07:12:03 AM CET 2020 ,		4439
Wed Oct 28 07:12:03 AM CET 2020 ,		4436
Wed Oct 28 07:12:04 AM CET 2020 ,		4436
Wed Oct 28 07:12:04 AM CET 2020 ,		4437
Wed Oct 28 07:12:05 AM CET 2020 ,		4437
Wed Oct 28 07:12:05 AM CET 2020 ,		4444
Wed Oct 28 07:12:06 AM CET 2020 ,		4444
Wed Oct 28 07:12:06 AM CET 2020 ,		4452
Wed Oct 28 07:12:07 AM CET 2020 ,		4452
Wed Oct 28 07:12:07 AM CET 2020 ,		4439
Wed Oct 28 07:12:08 AM CET 2020 ,		4439
Wed Oct 28 07:12:08 AM CET 2020 ,		4444
Wed Oct 28 07:12:09 AM CET 2020 ,		4444
Wed Oct 28 07:12:09 AM CET 2020 ,		4436
Wed Oct 28 07:12:10 AM CET 2020 ,		4436
Wed Oct 28 07:12:10 AM CET 2020 ,		4447
Wed Oct 28 07:12:11 AM CET 2020 ,		4447
Wed Oct 28 07:12:12 AM CET 2020 ,		4442
Wed Oct 28 07:12:12 AM CET 2020 ,		4442
Wed Oct 28 07:12:13 AM CET 2020 ,		4445
Wed Oct 28 07:12:13 AM CET 2020 ,		4445
Wed Oct 28 07:12:14 AM CET 2020 ,		4447
Wed Oct 28 07:12:14 AM CET 2020 ,		4447
Wed Oct 28 07:12:15 AM CET 2020 ,		4433
Wed Oct 28 07:12:15 AM CET 2020 ,		4433
Wed Oct 28 07:12:16 AM CET 2020 ,		4434
Wed Oct 28 07:12:16 AM CET 2020 ,		4434
Wed Oct 28 07:12:17 AM CET 2020 ,		4428
Wed Oct 28 07:12:17 AM CET 2020 ,		4428
Wed Oct 28 07:12:18 AM CET 2020 ,		4427
Wed Oct 28 07:12:18 AM CET 2020 ,		4427
Wed Oct 28 07:12:19 AM CET 2020 ,		4429
Wed Oct 28 07:12:19 AM CET 2020 ,		4429
Wed Oct 28 07:12:20 AM CET 2020 ,		4423
Wed Oct 28 07:12:20 AM CET 2020 ,		4423
Wed Oct 28 07:12:21 AM CET 2020 ,		4426
Wed Oct 28 07:12:21 AM CET 2020 ,		4426
Wed Oct 28 07:12:22 AM CET 2020 ,		4416
Wed Oct 28 07:12:22 AM CET 2020 ,		4416
Wed Oct 28 07:12:23 AM CET 2020 ,		4402
Wed Oct 28 07:12:23 AM CET 2020 ,		4402
Wed Oct 28 07:12:24 AM CET 2020 ,		4401
Wed Oct 28 07:12:24 AM CET 2020 ,		4401
Wed Oct 28 07:12:25 AM CET 2020 ,		4393
Wed Oct 28 07:12:25 AM CET 2020 ,		4393
Wed Oct 28 07:12:26 AM CET 2020 ,		4389
Wed Oct 28 07:12:26 AM CET 2020 ,		4389
Wed Oct 28 07:12:27 AM CET 2020 ,		4380
Wed Oct 28 07:12:27 AM CET 2020 ,		4380
Wed Oct 28 07:12:28 AM CET 2020 ,		4368
Wed Oct 28 07:12:28 AM CET 2020 ,		4368
Wed Oct 28 07:12:29 AM CET 2020 ,		4372
Wed Oct 28 07:12:29 AM CET 2020 ,		4372
Wed Oct 28 07:12:30 AM CET 2020 ,		4341
Wed Oct 28 07:12:30 AM CET 2020 ,		4341
Wed Oct 28 07:12:31 AM CET 2020 ,		4310
Wed Oct 28 07:12:31 AM CET 2020 ,		4310
Wed Oct 28 07:12:32 AM CET 2020 ,		4317
Wed Oct 28 07:12:32 AM CET 2020 ,		4317
Wed Oct 28 07:12:33 AM CET 2020 ,		4181
Wed Oct 28 07:12:33 AM CET 2020 ,		4181
Wed Oct 28 07:12:34 AM CET 2020 ,		4144
Wed Oct 28 07:12:34 AM CET 2020 ,		4144
Wed Oct 28 07:12:35 AM CET 2020 ,		4143
Wed Oct 28 07:12:35 AM CET 2020 ,		4143
Wed Oct 28 07:12:36 AM CET 2020 ,		4122
Wed Oct 28 07:12:36 AM CET 2020 ,		4122
Wed Oct 28 07:12:37 AM CET 2020 ,		4149
Wed Oct 28 07:12:38 AM CET 2020 ,		4149
Wed Oct 28 07:12:38 AM CET 2020 ,		4160
Wed Oct 28 07:12:39 AM CET 2020 ,		4160
Wed Oct 28 07:12:39 AM CET 2020 ,		4186
Wed Oct 28 07:12:40 AM CET 2020 ,		4186
Wed Oct 28 07:12:40 AM CET 2020 ,		4198
Wed Oct 28 07:12:41 AM CET 2020 ,		4198
Wed Oct 28 07:12:41 AM CET 2020 ,		4188
Wed Oct 28 07:12:42 AM CET 2020 ,		4188
Wed Oct 28 07:12:42 AM CET 2020 ,		4232
Wed Oct 28 07:12:43 AM CET 2020 ,		4232
Wed Oct 28 07:12:43 AM CET 2020 ,		4329
Wed Oct 28 07:12:44 AM CET 2020 ,		4329
Wed Oct 28 07:12:44 AM CET 2020 ,		4188
Wed Oct 28 07:12:45 AM CET 2020 ,		4188
Wed Oct 28 07:12:45 AM CET 2020 ,		4146
Wed Oct 28 07:12:46 AM CET 2020 ,		4146
Wed Oct 28 07:12:46 AM CET 2020 ,		4131
Wed Oct 28 07:12:47 AM CET 2020 ,		4131
Wed Oct 28 07:12:47 AM CET 2020 ,		4272
Wed Oct 28 07:12:48 AM CET 2020 ,		4272
Wed Oct 28 07:12:48 AM CET 2020 ,		4288
Wed Oct 28 07:12:49 AM CET 2020 ,		4288
Wed Oct 28 07:12:49 AM CET 2020 ,		4156
Wed Oct 28 07:12:50 AM CET 2020 ,		4156
Wed Oct 28 07:12:50 AM CET 2020 ,		4107
Wed Oct 28 07:12:51 AM CET 2020 ,		4107
Wed Oct 28 07:12:51 AM CET 2020 ,		4107
Wed Oct 28 07:12:52 AM CET 2020 ,		4107
Wed Oct 28 07:12:52 AM CET 2020 ,		4096
Wed Oct 28 07:12:53 AM CET 2020 ,		4096
Wed Oct 28 07:12:53 AM CET 2020 ,		4109
Wed Oct 28 07:12:54 AM CET 2020 ,		4109
Wed Oct 28 07:12:54 AM CET 2020 ,		4097
Wed Oct 28 07:12:55 AM CET 2020 ,		4097
Wed Oct 28 07:12:55 AM CET 2020 ,		4091
Wed Oct 28 07:12:56 AM CET 2020 ,		4091
Wed Oct 28 07:12:56 AM CET 2020 ,		4107
Wed Oct 28 07:12:57 AM CET 2020 ,		4107
Wed Oct 28 07:12:57 AM CET 2020 ,		4126
Wed Oct 28 07:12:58 AM CET 2020 ,		4126
Wed Oct 28 07:12:58 AM CET 2020 ,		4126
Wed Oct 28 07:12:59 AM CET 2020 ,		4126
Wed Oct 28 07:12:59 AM CET 2020 ,		4119
Wed Oct 28 07:13:00 AM CET 2020 ,		4119
Wed Oct 28 07:13:00 AM CET 2020 ,		4097
Wed Oct 28 07:13:01 AM CET 2020 ,		4097
Wed Oct 28 07:13:01 AM CET 2020 ,		4101
Wed Oct 28 07:13:02 AM CET 2020 ,		4101
Wed Oct 28 07:13:02 AM CET 2020 ,		4113
Wed Oct 28 07:13:03 AM CET 2020 ,		4113
Wed Oct 28 07:13:03 AM CET 2020 ,		4172
Wed Oct 28 07:13:04 AM CET 2020 ,		4172
Wed Oct 28 07:13:05 AM CET 2020 ,		4136
Wed Oct 28 07:13:05 AM CET 2020 ,		4136
Wed Oct 28 07:13:06 AM CET 2020 ,		4103
Wed Oct 28 07:13:06 AM CET 2020 ,		4103
Wed Oct 28 07:13:07 AM CET 2020 ,		4151
Wed Oct 28 07:13:07 AM CET 2020 ,		4151
Wed Oct 28 07:13:08 AM CET 2020 ,		4111
Wed Oct 28 07:13:08 AM CET 2020 ,		4111
Wed Oct 28 07:13:09 AM CET 2020 ,		4249
Wed Oct 28 07:13:09 AM CET 2020 ,		4249
Wed Oct 28 07:13:10 AM CET 2020 ,		4122
Wed Oct 28 07:13:10 AM CET 2020 ,		4122
Wed Oct 28 07:13:11 AM CET 2020 ,		4134
Wed Oct 28 07:13:11 AM CET 2020 ,		4134
Wed Oct 28 07:13:12 AM CET 2020 ,		4229
Wed Oct 28 07:13:12 AM CET 2020 ,		4229
Wed Oct 28 07:13:13 AM CET 2020 ,		4273
Wed Oct 28 07:13:13 AM CET 2020 ,		4273
Wed Oct 28 07:13:14 AM CET 2020 ,		4110
Wed Oct 28 07:13:14 AM CET 2020 ,		4110
Wed Oct 28 07:13:15 AM CET 2020 ,		4163
Wed Oct 28 07:13:15 AM CET 2020 ,		4163
Wed Oct 28 07:13:16 AM CET 2020 ,		4131
Wed Oct 28 07:13:16 AM CET 2020 ,		4131
Wed Oct 28 07:13:17 AM CET 2020 ,		4081
Wed Oct 28 07:13:17 AM CET 2020 ,		4081
Wed Oct 28 07:13:18 AM CET 2020 ,		4091
Wed Oct 28 07:13:18 AM CET 2020 ,		4091
Wed Oct 28 07:13:19 AM CET 2020 ,		4111
Wed Oct 28 07:13:19 AM CET 2020 ,		4111
Wed Oct 28 07:13:20 AM CET 2020 ,		4123
Wed Oct 28 07:13:20 AM CET 2020 ,		4123
Wed Oct 28 07:13:21 AM CET 2020 ,		4106
Wed Oct 28 07:13:21 AM CET 2020 ,		4106
Wed Oct 28 07:13:22 AM CET 2020 ,		4091
Wed Oct 28 07:13:22 AM CET 2020 ,		4091
Wed Oct 28 07:13:23 AM CET 2020 ,		4109
Wed Oct 28 07:13:23 AM CET 2020 ,		4109
Wed Oct 28 07:13:24 AM CET 2020 ,		4141
Wed Oct 28 07:13:24 AM CET 2020 ,		4141
Wed Oct 28 07:13:25 AM CET 2020 ,		4258
Wed Oct 28 07:13:25 AM CET 2020 ,		4258
Wed Oct 28 07:13:26 AM CET 2020 ,		4169
Wed Oct 28 07:13:26 AM CET 2020 ,		4169
Wed Oct 28 07:13:27 AM CET 2020 ,		4080
Wed Oct 28 07:13:27 AM CET 2020 ,		4080
Wed Oct 28 07:13:28 AM CET 2020 ,		4092
Wed Oct 28 07:13:28 AM CET 2020 ,		4092
Wed Oct 28 07:13:29 AM CET 2020 ,		4116
Wed Oct 28 07:13:29 AM CET 2020 ,		4116
Wed Oct 28 07:13:30 AM CET 2020 ,		4102
Wed Oct 28 07:13:31 AM CET 2020 ,		4102
Wed Oct 28 07:13:31 AM CET 2020 ,		4123
Wed Oct 28 07:13:32 AM CET 2020 ,		4123
Wed Oct 28 07:13:32 AM CET 2020 ,		4116
Wed Oct 28 07:13:33 AM CET 2020 ,		4116
Wed Oct 28 07:13:33 AM CET 2020 ,		4092
Wed Oct 28 07:13:34 AM CET 2020 ,		4092
Wed Oct 28 07:13:34 AM CET 2020 ,		4148
Wed Oct 28 07:13:35 AM CET 2020 ,		4148
Wed Oct 28 07:13:35 AM CET 2020 ,		4178
Wed Oct 28 07:13:36 AM CET 2020 ,		4178
Wed Oct 28 07:13:36 AM CET 2020 ,		4116
Wed Oct 28 07:13:37 AM CET 2020 ,		4116
Wed Oct 28 07:13:37 AM CET 2020 ,		4131
Wed Oct 28 07:13:38 AM CET 2020 ,		4131
Wed Oct 28 07:13:38 AM CET 2020 ,		4100
Wed Oct 28 07:13:39 AM CET 2020 ,		4100
Wed Oct 28 07:13:39 AM CET 2020 ,		4105
Wed Oct 28 07:13:40 AM CET 2020 ,		4105
Wed Oct 28 07:13:40 AM CET 2020 ,		4131
Wed Oct 28 07:13:41 AM CET 2020 ,		4131
Wed Oct 28 07:13:41 AM CET 2020 ,		4088
Wed Oct 28 07:13:42 AM CET 2020 ,		4088
Wed Oct 28 07:13:42 AM CET 2020 ,		4088
Wed Oct 28 07:13:43 AM CET 2020 ,		4088
Wed Oct 28 07:13:43 AM CET 2020 ,		4088
Wed Oct 28 07:13:44 AM CET 2020 ,		4088
Wed Oct 28 07:13:44 AM CET 2020 ,		4083
Wed Oct 28 07:13:45 AM CET 2020 ,		4083
Wed Oct 28 07:13:45 AM CET 2020 ,		4087
Wed Oct 28 07:13:46 AM CET 2020 ,		4087
Wed Oct 28 07:13:46 AM CET 2020 ,		4090
Wed Oct 28 07:13:47 AM CET 2020 ,		4090
Wed Oct 28 07:13:47 AM CET 2020 ,		4168
Wed Oct 28 07:13:48 AM CET 2020 ,		4168
Wed Oct 28 07:13:48 AM CET 2020 ,		4094
Wed Oct 28 07:13:49 AM CET 2020 ,		4094
Wed Oct 28 07:13:49 AM CET 2020 ,		4059
Wed Oct 28 07:13:50 AM CET 2020 ,		4059
Wed Oct 28 07:13:50 AM CET 2020 ,		4153
Wed Oct 28 07:13:51 AM CET 2020 ,		4153
Wed Oct 28 07:13:51 AM CET 2020 ,		4119
Wed Oct 28 07:13:52 AM CET 2020 ,		4119
Wed Oct 28 07:13:52 AM CET 2020 ,		4163
Wed Oct 28 07:13:53 AM CET 2020 ,		4163
Wed Oct 28 07:13:53 AM CET 2020 ,		4141
Wed Oct 28 07:13:54 AM CET 2020 ,		4141
Wed Oct 28 07:13:54 AM CET 2020 ,		4143
Wed Oct 28 07:13:55 AM CET 2020 ,		4143
Wed Oct 28 07:13:55 AM CET 2020 ,		4086
Wed Oct 28 07:13:56 AM CET 2020 ,		4086
Wed Oct 28 07:13:56 AM CET 2020 ,		4069
Wed Oct 28 07:13:57 AM CET 2020 ,		4069
Wed Oct 28 07:13:58 AM CET 2020 ,		4051
Wed Oct 28 07:13:58 AM CET 2020 ,		4051
Wed Oct 28 07:13:59 AM CET 2020 ,		4185
Wed Oct 28 07:13:59 AM CET 2020 ,		4185
Wed Oct 28 07:14:00 AM CET 2020 ,		4085
Wed Oct 28 07:14:00 AM CET 2020 ,		4085
Wed Oct 28 07:14:01 AM CET 2020 ,		4065
Wed Oct 28 07:14:01 AM CET 2020 ,		4065
Wed Oct 28 07:14:02 AM CET 2020 ,		4082
Wed Oct 28 07:14:02 AM CET 2020 ,		4082
Wed Oct 28 07:14:03 AM CET 2020 ,		4075
Wed Oct 28 07:14:03 AM CET 2020 ,		4075
Wed Oct 28 07:14:04 AM CET 2020 ,		4063
Wed Oct 28 07:14:04 AM CET 2020 ,		4063
Wed Oct 28 07:14:05 AM CET 2020 ,		4060
Wed Oct 28 07:14:05 AM CET 2020 ,		4060
Wed Oct 28 07:14:06 AM CET 2020 ,		4037
Wed Oct 28 07:14:06 AM CET 2020 ,		4037
Wed Oct 28 07:14:07 AM CET 2020 ,		4087
Wed Oct 28 07:14:07 AM CET 2020 ,		4087
Wed Oct 28 07:14:08 AM CET 2020 ,		4120
Wed Oct 28 07:14:08 AM CET 2020 ,		4120
Wed Oct 28 07:14:09 AM CET 2020 ,		4059
Wed Oct 28 07:14:09 AM CET 2020 ,		4059
Wed Oct 28 07:14:10 AM CET 2020 ,		4134
Wed Oct 28 07:14:10 AM CET 2020 ,		4134
Wed Oct 28 07:14:11 AM CET 2020 ,		4069
Wed Oct 28 07:14:11 AM CET 2020 ,		4069
Wed Oct 28 07:14:12 AM CET 2020 ,		4084
Wed Oct 28 07:14:12 AM CET 2020 ,		4084
Wed Oct 28 07:14:13 AM CET 2020 ,		4067
Wed Oct 28 07:14:13 AM CET 2020 ,		4067
Wed Oct 28 07:14:14 AM CET 2020 ,		4062
Wed Oct 28 07:14:14 AM CET 2020 ,		4062
Wed Oct 28 07:14:15 AM CET 2020 ,		4035
Wed Oct 28 07:14:15 AM CET 2020 ,		4035
Wed Oct 28 07:14:16 AM CET 2020 ,		4044
Wed Oct 28 07:14:16 AM CET 2020 ,		4044
Wed Oct 28 07:14:17 AM CET 2020 ,		4070
Wed Oct 28 07:14:17 AM CET 2020 ,		4070
Wed Oct 28 07:14:18 AM CET 2020 ,		4096
Wed Oct 28 07:14:18 AM CET 2020 ,		4096
Wed Oct 28 07:14:19 AM CET 2020 ,		4063
Wed Oct 28 07:14:19 AM CET 2020 ,		4063
Wed Oct 28 07:14:20 AM CET 2020 ,		4049
Wed Oct 28 07:14:20 AM CET 2020 ,		4049
Wed Oct 28 07:14:21 AM CET 2020 ,		4071
Wed Oct 28 07:14:21 AM CET 2020 ,		4071
Wed Oct 28 07:14:22 AM CET 2020 ,		4073
Wed Oct 28 07:14:22 AM CET 2020 ,		4073
Wed Oct 28 07:14:23 AM CET 2020 ,		4038
Wed Oct 28 07:14:23 AM CET 2020 ,		4038
Wed Oct 28 07:14:24 AM CET 2020 ,		4072
Wed Oct 28 07:14:25 AM CET 2020 ,		4072
Wed Oct 28 07:14:25 AM CET 2020 ,		4084
Wed Oct 28 07:14:26 AM CET 2020 ,		4084
Wed Oct 28 07:14:26 AM CET 2020 ,		4119
Wed Oct 28 07:14:27 AM CET 2020 ,		4119
Wed Oct 28 07:14:27 AM CET 2020 ,		4075
Wed Oct 28 07:14:28 AM CET 2020 ,		4075
Wed Oct 28 07:14:28 AM CET 2020 ,		4072
Wed Oct 28 07:14:29 AM CET 2020 ,		4072
Wed Oct 28 07:14:29 AM CET 2020 ,		4074
Wed Oct 28 07:14:30 AM CET 2020 ,		4074
Wed Oct 28 07:14:30 AM CET 2020 ,		4079
Wed Oct 28 07:14:31 AM CET 2020 ,		4079
Wed Oct 28 07:14:31 AM CET 2020 ,		4092
Wed Oct 28 07:14:32 AM CET 2020 ,		4092
Wed Oct 28 07:14:32 AM CET 2020 ,		4064
Wed Oct 28 07:14:33 AM CET 2020 ,		4064
Wed Oct 28 07:14:33 AM CET 2020 ,		4055
Wed Oct 28 07:14:34 AM CET 2020 ,		4055
Wed Oct 28 07:14:34 AM CET 2020 ,		4086
Wed Oct 28 07:14:35 AM CET 2020 ,		4086
Wed Oct 28 07:14:35 AM CET 2020 ,		4061
Wed Oct 28 07:14:36 AM CET 2020 ,		4061
Wed Oct 28 07:14:36 AM CET 2020 ,		4071
Wed Oct 28 07:14:37 AM CET 2020 ,		4071
Wed Oct 28 07:14:37 AM CET 2020 ,		4072
Wed Oct 28 07:14:38 AM CET 2020 ,		4072
Wed Oct 28 07:14:38 AM CET 2020 ,		4112
Wed Oct 28 07:14:39 AM CET 2020 ,		4112
Wed Oct 28 07:14:39 AM CET 2020 ,		4068
Wed Oct 28 07:14:40 AM CET 2020 ,		4068
Wed Oct 28 07:14:40 AM CET 2020 ,		4046
Wed Oct 28 07:14:41 AM CET 2020 ,		4046
Wed Oct 28 07:14:41 AM CET 2020 ,		4049
Wed Oct 28 07:14:42 AM CET 2020 ,		4049
Wed Oct 28 07:14:42 AM CET 2020 ,		4076
Wed Oct 28 07:14:43 AM CET 2020 ,		4076
Wed Oct 28 07:14:43 AM CET 2020 ,		4085
Wed Oct 28 07:14:44 AM CET 2020 ,		4085
Wed Oct 28 07:14:44 AM CET 2020 ,		4109
Wed Oct 28 07:14:45 AM CET 2020 ,		4109
Wed Oct 28 07:14:45 AM CET 2020 ,		4081
Wed Oct 28 07:14:46 AM CET 2020 ,		4081
Wed Oct 28 07:14:46 AM CET 2020 ,		4070
Wed Oct 28 07:14:47 AM CET 2020 ,		4070
Wed Oct 28 07:14:47 AM CET 2020 ,		4070
Wed Oct 28 07:14:48 AM CET 2020 ,		4070
Wed Oct 28 07:14:48 AM CET 2020 ,		4085
Wed Oct 28 07:14:49 AM CET 2020 ,		4085
Wed Oct 28 07:14:49 AM CET 2020 ,		4054
Wed Oct 28 07:14:50 AM CET 2020 ,		4054
Wed Oct 28 07:14:50 AM CET 2020 ,		4066
Wed Oct 28 07:14:51 AM CET 2020 ,		4066
Wed Oct 28 07:14:52 AM CET 2020 ,		4055
Wed Oct 28 07:14:52 AM CET 2020 ,		4055
Wed Oct 28 07:14:53 AM CET 2020 ,		4076
Wed Oct 28 07:14:53 AM CET 2020 ,		4076
Wed Oct 28 07:14:54 AM CET 2020 ,		4088
Wed Oct 28 07:14:54 AM CET 2020 ,		4088
Wed Oct 28 07:14:55 AM CET 2020 ,		4021
Wed Oct 28 07:14:55 AM CET 2020 ,		4021
Wed Oct 28 07:14:56 AM CET 2020 ,		4079
Wed Oct 28 07:14:56 AM CET 2020 ,		4079
Wed Oct 28 07:14:57 AM CET 2020 ,		4056
Wed Oct 28 07:14:57 AM CET 2020 ,		4056
Wed Oct 28 07:14:58 AM CET 2020 ,		4029
Wed Oct 28 07:14:58 AM CET 2020 ,		4029
Wed Oct 28 07:14:59 AM CET 2020 ,		4034
Wed Oct 28 07:14:59 AM CET 2020 ,		4034
Wed Oct 28 07:15:00 AM CET 2020 ,		4014
Wed Oct 28 07:15:00 AM CET 2020 ,		4014
Wed Oct 28 07:15:01 AM CET 2020 ,		4005
Wed Oct 28 07:15:01 AM CET 2020 ,		4005
Wed Oct 28 07:15:02 AM CET 2020 ,		3998
Wed Oct 28 07:15:02 AM CET 2020 ,		3998
Wed Oct 28 07:15:03 AM CET 2020 ,		4054
Wed Oct 28 07:15:03 AM CET 2020 ,		4054
Wed Oct 28 07:15:04 AM CET 2020 ,		4062
Wed Oct 28 07:15:04 AM CET 2020 ,		4062
Wed Oct 28 07:15:05 AM CET 2020 ,		4007
Wed Oct 28 07:15:05 AM CET 2020 ,		4007
Wed Oct 28 07:15:06 AM CET 2020 ,		3995
Wed Oct 28 07:15:06 AM CET 2020 ,		3995
Wed Oct 28 07:15:07 AM CET 2020 ,		4026
Wed Oct 28 07:15:07 AM CET 2020 ,		4026
Wed Oct 28 07:15:08 AM CET 2020 ,		4040
Wed Oct 28 07:15:08 AM CET 2020 ,		4040
Wed Oct 28 07:15:09 AM CET 2020 ,		4042
Wed Oct 28 07:15:09 AM CET 2020 ,		4042
Wed Oct 28 07:15:10 AM CET 2020 ,		4035
Wed Oct 28 07:15:10 AM CET 2020 ,		4035
Wed Oct 28 07:15:11 AM CET 2020 ,		4022
Wed Oct 28 07:15:11 AM CET 2020 ,		4022
Wed Oct 28 07:15:12 AM CET 2020 ,		4040
Wed Oct 28 07:15:12 AM CET 2020 ,		4040
Wed Oct 28 07:15:13 AM CET 2020 ,		4049
Wed Oct 28 07:15:13 AM CET 2020 ,		4049
Wed Oct 28 07:15:14 AM CET 2020 ,		4036
Wed Oct 28 07:15:14 AM CET 2020 ,		4036
Wed Oct 28 07:15:15 AM CET 2020 ,		4040
Wed Oct 28 07:15:15 AM CET 2020 ,		4040
Wed Oct 28 07:15:16 AM CET 2020 ,		4023
Wed Oct 28 07:15:16 AM CET 2020 ,		4023
Wed Oct 28 07:15:17 AM CET 2020 ,		4053
Wed Oct 28 07:15:17 AM CET 2020 ,		4053
Wed Oct 28 07:15:18 AM CET 2020 ,		4040
Wed Oct 28 07:15:18 AM CET 2020 ,		4040
Wed Oct 28 07:15:19 AM CET 2020 ,		4048
Wed Oct 28 07:15:20 AM CET 2020 ,		4048
Wed Oct 28 07:15:20 AM CET 2020 ,		4081
Wed Oct 28 07:15:21 AM CET 2020 ,		4081
Wed Oct 28 07:15:21 AM CET 2020 ,		4096
Wed Oct 28 07:15:22 AM CET 2020 ,		4096
Wed Oct 28 07:15:22 AM CET 2020 ,		4101
Wed Oct 28 07:15:23 AM CET 2020 ,		4101
Wed Oct 28 07:15:23 AM CET 2020 ,		4091
Wed Oct 28 07:15:24 AM CET 2020 ,		4091
Wed Oct 28 07:15:24 AM CET 2020 ,		4109
Wed Oct 28 07:15:25 AM CET 2020 ,		4109
Wed Oct 28 07:15:25 AM CET 2020 ,		4076
Wed Oct 28 07:15:26 AM CET 2020 ,		4076
Wed Oct 28 07:15:26 AM CET 2020 ,		4074
Wed Oct 28 07:15:27 AM CET 2020 ,		4074
Wed Oct 28 07:15:27 AM CET 2020 ,		4066
Wed Oct 28 07:15:28 AM CET 2020 ,		4066
Wed Oct 28 07:15:28 AM CET 2020 ,		4072
Wed Oct 28 07:15:29 AM CET 2020 ,		4072
Wed Oct 28 07:15:29 AM CET 2020 ,		4119
Wed Oct 28 07:15:30 AM CET 2020 ,		4119
Wed Oct 28 07:15:30 AM CET 2020 ,		4087
